Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
161486900374,CeaseFirePA,CEASEFIRE PA,≤100,1
187362050859,Calista Corporation,These ads ran without a disclaimer,≤100,4
100959234914727,Family Apparel Store,These ads ran without a disclaimer,≤100,6
217384688293446,NextPix Productions,Donald Raymond Thompson,≤100,2
1025047067667502,"Ahmad Zahra, Council Member",Zahra For City Council,≤100,3
1469437493270366,Larry Turnbow for Watauga County Commission,Marjory Estelle Holder,≤100,5
109346300733099,The Trump Mask,Scott Manuel Avalos,≤100,7
1023884714440010,"Mike Wilcox, Glendale Mayor",Michael Anthony Wilcox,≤100,3
629864690779104,FunWordz,Funwordz,≤100,2
110539693822680,Keith Perniciaro for Sheriff,Keith Perniciaro,≤100,4
109788797242679,The Patriot Circle,These ads ran without a disclaimer,≤100,32
66711249856,Upper Hudson Planned Parenthood Advocates of NY,These ads ran without a disclaimer,≤100,1
255085508625435,Councilman Joseph Vartolone,Joseph Vartolone,≤100,2
175030099788171,Todd Lippert for MN House 20B,Todd Lippert for State House Committee,≤100,2
1311148739039333,Maui Coconut Wireless,Janice Marie Shields,≤100,2
100567781478991,Roger Garcia para Comisionado del Condado de Douglas,Roger Garcia,≤100,10
433688330126926,Gearocity,Christopher Joseph Angello,≤100,6
116950148359198,Isaac Latterell,Friends of Isaac Latterell,≤100,2
502831886413898,Catalyst Space,Catalyst Space,≤100,2
101624531374275,Lamar Allen for Kentucky House District 56,Lamar Allen For Kentucky,≤100,1
490809157649473,Ken Wollman - Whitpain Township Resident,Kenneth F Wollman,≤100,2
144880512247034,Macon County Republican Party,Macon County Republican Party,≤100,2
105619937447910,Manu for Supervisor,Manu Koenig for Santa Cruz County Supervisor 2020,≤100,1
105885767672304,Jason B. Blank for FACDL Secretary,Jason B Blank,≤100,3
102070098048142,Elect Sheree M Evans Morgan County Tax Commissioner,Alexandria Allgood Vaughan,≤100,3
113319790037193,Elect Andy Morgan Gwinnett County Chair,Andy William Morgan,≤100,4
1513800088909329,"Jose Miguel Arciniega Descendants Society, JMADS",Donna Lee Deleon,≤100,2
100918221600768,Rodney Long House District 20,Rodney Long for House District 20,≤100,1
396763120791972,Native Business,Native Business Magazine,≤100,1
986154958399121,Bethany Doolin for Scott County State’s Attorney,Bethany N Doolin,≤100,4
108135150924492,Gypsea Vibes Shirts,Virginia Alejandra Hurtado Guerra,≤100,5
950895665078548,"Eric E. Whisman, Frankfort City Commissioner",Eric E Whisman,≤100,2
1669612299984146,"CrystolClear Naturals, LLC",These ads ran without a disclaimer,≤100,1
1745854435701184,Advance Rural Education,These ads ran without a disclaimer,≤100,2
175886182423571,Brandon Ferdig on The Periphery,The Periphery Media,≤100,3
40826698396,Arkansas PBS,These ads ran without a disclaimer,≤100,2
203992683335451,Negron For Congress,FRIENDS OF STEVE NEGRON,≤100,4
112795650267865,Dan Gorman For NY State Assembly,Daniel Gorman,≤100,2
114504449966472,Officer Willie Brooks,Benjamin Ernesto Garcia,≤100,7
1059639207431974,Yes for Castro Valley Students,"Yes for Castro Valley Students, FPPC #1423085.",≤100,1
597371614037287,Life Style Staffing - Owatonna MN,Eric Robert Engel,≤100,1
995740870463051,Pyrates Royale,The Pyrates Royale,≤100,1
112606400320860,Anjeanette Emeka for School Board,Emeka for School Board,≤100,3
56329377667,Springfield City Library,These ads ran without a disclaimer,≤100,5
597172543674403,The Wine Gallery & Gourmet,These ads ran without a disclaimer,≤100,2
246847815765240,Councilman Jeffrey George,Committee to Elect Jeffrey George,≤100,3
1692863337593150,EvoBuzz,Denis Bradshaw Jorgensen,≤100,1
101163211571930,April Hepperle for PV Town Council,April Hepperle for Prescott Valley Town Council,≤100,2
244817235543031,TC Chevy Ashland OR,These ads ran without a disclaimer,≤100,1
459567697819290,Karen Adams for County Commissioner,Karen Adams for County Commissioner,≤100,2
563173087411377,Missouri Citizens,These ads ran without a disclaimer,≤100,26
108174950547353,A-1 Implements LLC,These ads ran without a disclaimer,≤100,3
103802854492510,Greg DeLuca for Holbrook Select Board,Gregory Deluca,≤100,2
102177714827720,Unofficial: Jim Chapman,Jam Es Mar I O N Chapman,≤100,4
104846227652542,Mark B. Lund for IL District 60,Friends of Mark Lund,≤100,2
112805973431561,Elect Anna Lewis-District 16,Anna Warren Lewis,≤100,2
2042339335779283,Bryan E. Winder,Bryan Winder for Adrian Township Trustee,≤100,2
106780677544893,Good Karma Mart,Good Karma Mart LLC,≤100,6
277019692353008,State Senator Shelley Mayer,State Senator Shelley Mayer,≤100,1
107280977407443,Draakashforcitycouncil,Aakash Mohan Ahuja,≤100,4
100655911475505,Miguel Olivas for Congress,Miguel Andres Olivas,≤100,1
334327484143287,Brandon Sinclair,Committee to Elect Brandon Sinclair,≤100,4
103462479704439,Bedford Republican Committee Bedford NH,Bedford Republican Committee,≤100,1
106073224344097,Mora-Dahman for DC College Democrats,Robert Donald Warming,≤100,3
101297197903221,Our Stories. Our Health.,Our Stories. Our Health.,≤100,1
101525434671590,Matthew Winslow,The Committee to Elect Matthew Winslow,≤100,51
124802490904,Portland Audubon,AUDUBON SOCIETY OF PORTLAND,≤100,1
148895838457394,Nubian News,Richard E Harmon,≤100,5
329798107579655,Blue Unity,Blue Unity LLC,≤100,1
100222024970799,Darrin Varnell for Sheriff,Varnell for Sheriff,≤100,5
107276434172837,Vote Wilson 2020,Zachary James Wilson,≤100,1
119687976102546,Donna for Colorado Kids,Donna for Colorado Kids,≤100,1
455595357859098,Richard DeNapoli,Richard DeNapoli for Broward Republican State Committeeman,≤100,5
335661477046523,Effective School Solutions,Level Interactive,≤100,12
204998436268114,Boyce Thompson Institute,Boyce Thompson Institute,≤100,2
112244823827606,Godloveyou,These ads ran without a disclaimer,≤100,21
365542540667577,Partnership for Patient and Doctors' Rights,Partnership for Patient Doctor's Rights,≤100,3
576366452500594,Distinguished Speaker Series,Erika Suzanne Crespo,≤100,4
103980056366856,Eagle County Democratic Party,Eagle County Democrats,≤100,2
105768057657840,Jack Balch for City Council 2020,Laura Danielle Olson,≤100,1
48301003246,Texas Women's Foundation,Texas Women's Foundation,≤100,2
2657714190936672,KingsleyVarnerin4BH,Jeanne & Jeff 4 Town Council,≤100,2
126305280752104,Slavic Gospel Association,These ads ran without a disclaimer,≤100,13
103185147741955,Burstein with Flavor,Joshua Mischa Burstein,≤100,1
898059450292196,Manolo Reyes - City of Miami Commissioner District 4,Manolo Reyes for City of Miami Commissioner,≤100,2
112850270454388,The Better Nation Initiative,Nicholas R Fysz,≤100,1
1866688773629309,Velocity Urgent Care,These ads ran without a disclaimer,≤100,2
176081831865,York County Republicans,Nancy E Ford,≤100,2
2070699729833925,County Council Woman Ann Granato,Thomas Scott Desirant,≤100,1
108693327284767,"Karl Jaeger, Marinette County Supervisor District 21",Karl T Jaeger,≤100,2
716036262184218,Lawlyes for Vermilion County State’s Attorney,Sandra L Lawlyes,≤100,3
104866647793822,Darlene Trujillo-Elliot for RUSD,Darlene Trujillo-Elliot for RUSD Board 2020 Trustee Area 4,≤100,1
884687981634964,Jerrod Belvin Pocono Township Commissioner,Jerrod Belvin,≤100,2
1439400159642575,Helotes Area Chamber of Commerce,HELOTES AREA CHAMBER OF COMMERCE,≤100,2
203852986391750,Steve Berch for Idaho,"Committee to Elect Steve Berch, Susan Eastlake, Treasurer",≤100,1
105101977683813,BJ Kreseen for Meigs County Treasurer,Vicki Dawn Smith,≤100,2
538868416476687,State Representative Kenan Judge,Kenan Judge for Iowans,≤100,2
129088934411211,The Expendables Paintball Team,Ally Remembered Foundation,≤100,1
645704892554407,Kreative Media,Patrick Kendonwood Hunter,≤100,1
811633075513929,The Edmond Republican GROUP,Ferlin D Kearns,≤100,2
103191431299152,Samba for State Assembly,Samba for state assembly,≤100,5
471646292925868,Alderman Jeffrey Odham,Jeffrey Thomas Odham,≤100,2
302854649740,"Ace It Test Prep, LLC",Joshua Peter Platt,≤100,1
106512924097985,Tammy Johns,Tammy Johns,≤100,2
1794574564139942,Advocates of Silenced Turkey,Mustafa Bahar,≤100,3
425533134926388,Your External Brains,The Climatographers,≤100,2
2338066856474395,"Muskego, Big Bend and Vernon Republicans",Republican Party of Waukesha County,≤100,1
369324540217993,Melissa Provenzano for Representative House District 79,Provenzano for House Distritct 79 2020,≤100,1
100784141646362,Americanpatriotdepot,Joseph Canosa,≤100,1
103599887871585,Greer for City Council District 1,Andrea Marie Greer,≤100,2
327194671393,Family Support Services,Kelly Rose Cousins,≤100,1
119217658091959,First Church of Dedham-Unitarian Universalist,These ads ran without a disclaimer,≤100,1
1723090214617930,Susan Moss Cooper Paintings,Susan Moss Cooper,≤100,3
110663547077481,Eva Dina Delgado for State Representative,Friends For Eva Dina Delgado,≤100,2
423219794720564,Piggott and Politics,Piggott and Politics,≤100,2
101183871436177,Revolutionary Socialists for Bernie,John Douglas Beacham,≤100,2
238826226277746,Charlie McConkey,Charlie McConkey for State Representative,≤100,1
653079394725698,Aspiration,These ads ran without a disclaimer,≤100,16
391589634607452,Jay Wright for Chief Justice 9th Court of Appeals,Jay Wright Campaign,≤100,3
1542136272675205,Adrian for Sweetwater School Board,Adrian Emilio Arancibia,≤100,2
1411205152518654,"Elect Rusty Jacksland, Autauga County Commission District 1",Ruston Lee Jacksland,≤100,3
109551363765799,LUQUE 2020,These ads ran without a disclaimer,≤100,3
8337951365,Seeds of Peace,"SEEDS OF PEACE, INC.",≤100,2
1017296534968921,Rep. Jennifer Konfrst,Jennifer Konfrst for Iowa,≤100,1
105527197584232,Matta for Riley County,"Matta for Riley County Commission, Kristi Harmer Treasurer",≤100,2
101243661605077,Dawnwebbfortrustee,Dawn Marie Webb,≤100,4
172041972833750,Gurnee's Got It,These ads ran without a disclaimer,≤100,2
106026614228458,Vote John Sweeney,John Sweeney for Florence City Council,≤100,1
111383190317521,Free State Veterans,Brian Tillman Smith,≤100,3
488598034854640,Jeromey Sims for Texas House District 91,JSims Campaign,≤100,2
141948753162894,Representative Ryan Cwach,Ryan Cwach for South Dakota,≤100,1
109311880682902,Savannah Speaks,These ads ran without a disclaimer,≤100,1
104445587907517,Laurel Libby for Maine House,Laurel D Libby,≤100,1
141045353267416,Vote Tarece Johnson,Tarece Lynette Johnson,≤100,2
619891858182645,Black Yankee Apparel,Keith R Laskey,≤100,2
147579388868,American Heart Association of Hawaii,"American Heart Association, Inc.",≤100,2
104691254538764,Basic Jackass,Basic Jackass,≤100,1
324907127545230,POLITANK*,"Politank, Corp",≤100,1
1108528805824637,Re-Elect Councilmember Burnett,Alexander Peyton Burnett,≤100,2
102387051448665,Jak's Pet Supply,Thomas Harry Jackson,≤100,1
102279474700818,Suzanne Kanine for Emmet County Clerk,Committee to Elect Suzanne R Kanine,≤100,1
175854132958749,Javier for Florida,Javier Estevez for Florida,≤100,1
107605360817283,Liquid Tek Concrete Coatings,These ads ran without a disclaimer,≤100,2
1527426737363141,Peter Petrigno - NH State Representative,Peter  Petrigno,≤100,3
114739563265041,Robert "Bob" Abene,Robert Michael Abene,≤100,3
2099571803413120,The Misadventures of AK-Katie,Guy David Nohrenberg,≤100,1
698364330583236,Kcomemture.here.on,These ads ran without a disclaimer,≤100,1
335776924769,"City of Tallahassee, FL - Government","TALLAHASSEE, CITY OF (INC)",≤100,4
1171769526195270,Progressives For Immigration Reform,PROGRESSIVES FOR IMMIGRATION REFORM,≤100,3
181542245511109,Libertarian Shaman,Linda Rawles,≤100,3
637176996634789,Women Thinking Out Loud,These ads ran without a disclaimer,≤100,1
357558842670,Cunningham & Mears,These ads ran without a disclaimer,≤100,1
130629070792636,Twenty-two Twenty-eight,Twenty-two Twenty-eight Inc.,≤100,3
108208297483065,Restaurant Crisis 2020,These ads ran without a disclaimer,≤100,1
100574118189381,Tracey McCormick for White County Treasurer,Tracey Sue Mccormick,≤100,2
108482150593115,Phi.estate,"Phi.estate™ group at eXp Realty® (Yuriy FIgel, Real estate broker in IL)",≤100,2
283465508394478,State Representative Bruce Bearinger,Bearinger for House,≤100,1
116213243098667,Dave Ray for Lake County Engineer,David Ray Ray,≤100,1
100678748260379,Chico Roze,These ads ran without a disclaimer,≤100,1
198682187155384,Jason Wentworth,Jason Paul Wentworth,≤100,2
109171010444924,Richard Yaws - Gun Barrel City Council Place 1,Richard Yaws - Gun Barrel City Council Place 1,≤100,2
183218649266714,Ever Commissioner-Elect Precinct 3,Everardo Villarreal,≤100,3
103654441098847,Curtis Cook II for WI Assembly,Curtis Allan Cook,≤100,2
110252547177369,Eric Peterson -  Stearns Electric Board of Directors- District 8,Eric Aurin Peterson,≤100,2
566791286988305,Sheryl For South Dakota,Sheryl for South Dakota,≤100,1
100100621696508,Finance Kart,These ads ran without a disclaimer,≤100,5
732029366894309,Michigan's Thumb - Thumbwind.com,Michael Brian Hardy,≤100,5
111849353780547,Joe Sabatini - Byram Township Manager,Joseph W Sabatini,≤100,1
139921212719725,Low Income Housing Institute,LOW INCOME HOUSING INSTITUTE (LIHI),≤100,1
104900057818378,Francebarralforgranite,France Benedicte Barral,≤100,4
1235943003227477,Caution Line,Caution Line,≤100,2
113168740412745,mylifestyleview_,These ads ran without a disclaimer,≤100,3
461817060598138,Michael Hafftka,Michael D Hafftka,≤100,1
109354044084513,Robert Foraker,Robert L Foraker,≤100,10
113945560076219,Leah Martineau for Queen Creek Town Council,Friends of Leah Martineau,≤100,2
1071768606310355,$MφφTΞ,These ads ran without a disclaimer,≤100,2
102750864802368,Flux Merch,These ads ran without a disclaimer,≤100,9
100303538080436,Susan Johnson for Janesville City Council,Susan Amber Johnson,≤100,4
160750304063986,Washington Housing Alliance Action Fund,Washington Housing Alliance Action Fund,≤100,3
864744173626267,Capitol Hill Underground,Capitol Hill Underground,≤100,3
250004249268201,Brookfield / Elm Grove Republicans,Republican Party of Waukesha Party,≤100,1
1287012928035970,Thrive Program,These ads ran without a disclaimer,≤100,2
1955956844453897,Girard for Arizona,GIrard for Arizona,≤100,1
1387235714853408,Socialist Equality Party - US,Bryan Joseph Scherrer,≤100,1
439240249937957,Rep. Joe Ciresi,Robert Caton,≤100,2
115415858480961,Baptist Temple Church,Rodney Adam Lyde,≤100,2
136384623072730,The Nature Conservancy in Oregon,Nature Conservancy,≤100,1
2311386455798752,Tallapoosa County Democratic Party,Tallapoosa County Democratic Party,≤100,1
103479764599307,NEPA Conservative Roadhouse,Austin James Schrader,≤100,1
104060371239350,Teens Stand Against Trafficking,Brett D Bogan,≤100,2
106233094209011,Johnny O Smith for Sheriff,Johnny Omas Smith,≤100,4
110691750575383,Jeremiah Bogenhagen for Kcchsd Board,Jeremiah Bogenhagen,≤100,1
112611923595310,Linda Colbert for Mayor,Kari Lou Cannistraro,≤100,1
100912251428302,Chris Sosa,Christopher Anthony Sosa,≤100,4
1852061421738089,Ruckus Aquinas,Ruckus Aquinas,≤100,1
1585241595126093,Ingram Law Firm,Ingram Law Firm,≤100,1
101981274753898,Marlon Pendergraft for NNPS School Board-South District,Marlon Antonio Pendergraft,≤100,1
104286107605651,Tonya Van Beber for State House District 48,Tonya Van Beber for House District 48,≤100,1
102193768059760,Judy Hobbs Vandergrift for Superintendent,"Judy Vandergrift, Republican for Bay County Superintendent of Schools",≤100,1
179993062022020,Taney County Republican Central Commitee,Stanley Harold Merriman,≤100,1
108659347411492,Isaac Reed for Congress,Isaac Reed For Congress,≤100,1
801544546531118,Corey Strong for Congress,Corey O. Strong for Congress,≤100,1
